{   Distance	     Value	 Material }
{  2.70165e-01	 2.30858e-10	 GaN }
{  2.80488e-01	 4.62974e-13	 GaN }
{  2.90975e-01	 4.82164e-16	 GaN }
{  3.01629e-01	 0.00000e+00	 GaN }
{  3.12452e-01	 0.00000e+00	 GaN }
{  3.23447e-01	 0.00000e+00	 GaN }
{  3.34616e-01	 0.00000e+00	 GaN }
{  3.45963e-01	 0.00000e+00	 GaN }
{  3.57489e-01	 0.00000e+00	 GaN }
{  3.69199e-01	 0.00000e+00	 GaN }
{  3.81095e-01	 0.00000e+00	 GaN }
{  3.93180e-01	 0.00000e+00	 GaN }
{  4.05456e-01	 0.00000e+00	 GaN }
{  4.17928e-01	 0.00000e+00	 GaN }
{  4.30597e-01	 0.00000e+00	 GaN }
{  4.43468e-01	 0.00000e+00	 GaN }
{  4.56543e-01	 0.00000e+00	 GaN }
{  4.69825e-01	 0.00000e+00	 GaN }
{  4.83319e-01	 0.00000e+00	 GaN }
{  4.97027e-01	 0.00000e+00	 GaN }
{  5.10952e-01	 0.00000e+00	 GaN }
{  5.25098e-01	 0.00000e+00	 GaN }
{  5.39470e-01	 0.00000e+00	 GaN }
{  5.54069e-01	 0.00000e+00	 GaN }
{  5.68900e-01	 0.00000e+00	 GaN }
{  5.83967e-01	 0.00000e+00	 GaN }
{  5.99273e-01	 0.00000e+00	 GaN }
{  6.14821e-01	 0.00000e+00	 GaN }
{  6.30617e-01	 0.00000e+00	 GaN }
{  6.46664e-01	 0.00000e+00	 GaN }
{  6.62965e-01	 0.00000e+00	 GaN }
{  6.79525e-01	 0.00000e+00	 GaN }
{  6.96348e-01	 0.00000e+00	 GaN }
{  7.13439e-01	 0.00000e+00	 GaN }
